molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,Canonical_Smiles,MW,LogP,HBD,HBA,pIC50
CHEMBL5280846,IC50,nM,15300.0,IC50,uM,15.3,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc(Cl)cc1,580.0480000000001,5.742800000000004,3,7,4.815308569182401
CHEMBL5277603,IC50,nM,42600.0,IC50,uM,42.6,COc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,575.6290000000001,5.098000000000003,3,8,4.370590400897281
CHEMBL5287039,IC50,nM,14700.0,IC50,uM,14.7,CCc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,573.657,5.651800000000004,3,7,4.8326826652518236
CHEMBL5279273,IC50,nM,4800.0,IC50,uM,4.8,Cc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)c(C)c1,573.657,5.706240000000004,3,7,5.318758762624412
CHEMBL5271794,IC50,nM,95600.0,IC50,uM,95.6,Cc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,559.6300000000001,5.397820000000004,3,7,4.0195421077238995
CHEMBL5278958,IC50,nM,16600.0,IC50,uM,16.6,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccccc1,545.6030000000002,5.089400000000003,3,7,4.779891911959945
CHEMBL5270724,IC50,nM,6310.0,IC50,uM,6.31,COc1ccc(-c2ncc(NC(=O)Cn3cc(COc4ccc(-c5nc6ccccc6[nH]5)cc4)nn3)s2)cc1,537.6050000000002,5.171200000000003,2,8,5.199970640755866
CHEMBL5277400,IC50,nM,25200.0,IC50,uM,25.2,CCc1ccc(NC(=O)Cn2cc(COc3ccc(-c4nc5ccccc5[nH]4)cc3)nn2)cc1,452.5180000000001,4.601500000000002,2,5,4.598599459218456
CHEMBL5279273,Ki,nM,4800.0,Ki,uM,4.8,Cc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)c(C)c1,573.657,5.706240000000004,3,7,5.318758762624412
CHEMBL404271,IC50,nM,26100.0,IC50,uM,26.1,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,4.583359492661719
CHEMBL4128298,IC50,nM,7300.0,IC50,uM,7.3,O=C(Cn1c(Cc2ccc(Br)cc2)nc2ccccc2c1=O)NNC(=O)c1cc2ccccc2oc1=O,559.3760000000002,3.317400000000001,2,6,5.136677139879544
CHEMBL30707,IC50,nM,6000.0,IC50,uM,6.0,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,268.224,3.1036,2,5,5.221848749616356
CHEMBL5279690,IC50,nM,128100.0,IC50,uM,128.1,COc1ccc2c(c1)OC[C@H]1c3ccc(OC)c(O)c3O[C@@H]21,300.31,3.019100000000001,1,5,3.8924508702553138
CHEMBL5269655,IC50,nM,174200.0,IC50,uM,174.2,COc1ccc2c(c1OC)O[C@H]1c3ccc(O)cc3OC[C@@H]21,300.31000000000006,3.019100000000001,1,5,3.758951849328356
CHEMBL5290636,IC50,nM,6000.0,IC50,uM,6.0,CC1(C)C=Cc2c(ccc3c2OC2c4ccc(O)cc4OCC32)O1,322.36000000000007,4.186100000000002,1,4,5.221848749616356
CHEMBL3264731,IC50,nM,27070.0,IC50,uM,27.07,O=c1oc2ccc(Cl)cc2c(O)c1C(c1cccc([N+](=O)[O-])c1)c1c(O)c2cc(Cl)ccc2oc1=O,526.2840000000003,5.7058000000000035,2,8,4.567511744229494
CHEMBL3264730,IC50,nM,16540.0,IC50,uM,16.54,O=c1oc2ccc(Cl)cc2c(O)c1C(c1ccc(Cl)cc1Cl)c1c(O)c2cc(Cl)ccc2oc1=O,550.1770000000002,7.104400000000003,2,6,4.781464494783472
CHEMBL404271,IC50,nM,906000.0,IC50,uM,906.0,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,3.042871802323187
CHEMBL3264720,IC50,nM,385990.0,IC50,uM,385.99,COc1cc(C(c2c(O)c3cc(C)ccc3oc2=O)c2c(O)c3cc(C)ccc3oc2=O)cc(OC)c1OC,530.5290000000003,5.133440000000005,2,9,3.4134239466263687
CHEMBL3264733,IC50,nM,221060.0,IC50,uM,221.06,CCOc1cc(C(c2c(O)c3cc(C)ccc3oc2=O)c2c(O)c3cc(C)ccc3oc2=O)ccc1O,500.50300000000027,5.211940000000006,3,8,3.655489834313468
CHEMBL3264735,IC50,nM,106630.0,IC50,uM,106.63,COc1ccc(C(c2c(O)c3cc(C)ccc3oc2=O)c2c(O)c3cc(C)ccc3oc2=O)cc1,470.47700000000026,5.116240000000005,2,7,3.9721205907927923
CHEMBL3264726,IC50,nM,113050.0,IC50,uM,113.05,COc1ccc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc1O,527.3120000000004,5.5118000000000045,3,8,3.9467294333186214
CHEMBL3264725,IC50,nM,84060.0,IC50,uM,84.06,O=c1oc2ccc(Cl)cc2c(O)c1C(c1cccc(O)c1)c1c(O)c2cc(Cl)ccc2oc1=O,497.2860000000003,5.503200000000003,3,7,4.075410614330582
CHEMBL3264724,IC50,nM,83640.0,IC50,uM,83.64,COc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)ccc1O,527.3120000000002,5.5118000000000045,3,8,4.077585975854365
CHEMBL3264727,IC50,nM,57140.0,IC50,uM,57.14,CCOc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)ccc1O,541.3390000000003,5.901900000000006,3,8,4.243059763953275
CHEMBL3264728,IC50,nM,128140.0,IC50,uM,128.14,COc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc(OC)c1OC,571.3650000000001,5.823400000000005,2,9,3.892315280344158
CHEMBL3264729,IC50,nM,91360.0,IC50,uM,91.36,COc1ccc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc1OC,541.3390000000003,5.814800000000004,2,8,4.039243909098227
CHEMBL5559448,IC50,nM,691.0,IC50,uM,0.691,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C\c3ccccc3)S2)cc1,359.432,2.2256,2,5,6.1605219526258015
CHEMBL5512544,IC50,nM,475.0,IC50,uM,0.475,COc1ccc(/C=C2/S/C(=N/c3ccc(S(N)(=O)=O)cc3)NC2=O)cc1,389.4580000000001,2.2341999999999995,2,6,6.323306390375134
CHEMBL5532288,IC50,nM,1646.0,IC50,uM,1.646,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C\c3ccc(Cl)cc3)S2)cc1,393.87700000000007,2.8790000000000013,2,5,5.783570169123749
CHEMBL5555209,IC50,nM,440.0,IC50,uM,0.44,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C\c3ccc(F)cc3)S2)cc1,377.422,2.3647,2,5,6.356547323513812
CHEMBL5556832,IC50,nM,346.0,IC50,uM,0.346,CN1C(=O)/C(=C\c2ccccc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,373.4590000000001,2.5678,1,5,6.460923901207224
CHEMBL5517809,IC50,nM,3346.0,IC50,uM,3.346,COc1ccc(/C=C2/S/C(=N/c3ccc(S(N)(=O)=O)cc3)N(C)C2=O)cc1,403.4850000000001,2.5764000000000005,1,6,5.475474063373624
CHEMBL5555959,IC50,nM,1387.0,IC50,uM,1.387,CN1C(=O)/C(=C\c2ccc(Cl)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,407.9040000000001,3.2212000000000005,1,5,5.857923538926715
CHEMBL5558583,IC50,nM,860.0,IC50,uM,0.86,CN1C(=O)/C(=C\c2ccc(F)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,391.44900000000007,2.7069,1,5,6.0655015487564325
CHEMBL5549876,IC50,nM,2025.0,IC50,uM,2.025,CCN1C(=O)/C(=C\c2ccccc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,387.4860000000001,2.9579000000000004,1,5,5.693574972449313
CHEMBL5527910,IC50,nM,1085.0,IC50,uM,1.085,CCN1C(=O)/C(=C\c2ccc(OC)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,417.5120000000001,2.966500000000001,1,6,5.964570261815451
CHEMBL5505787,IC50,nM,447.0,IC50,uM,0.447,CCN1C(=O)/C(=C\c2ccc(Cl)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,421.93100000000015,3.6113000000000017,1,5,6.349692476868063
CHEMBL5556926,IC50,nM,1276.0,IC50,uM,1.276,CCN1C(=O)/C(=C\c2ccc(F)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,405.4760000000001,3.0970000000000004,1,5,5.8941493256148565
CHEMBL5523415,IC50,nM,1833.0,IC50,uM,1.833,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C3\C(=O)Nc4ccccc43)S2)cc1,400.44100000000003,1.5478999999999996,3,6,5.736837535037783
CHEMBL5555863,IC50,nM,599.0,IC50,uM,0.599,CN1C(=O)/C(=C2\C(=O)Nc3ccccc32)S/C1=N/c1ccc(S(N)(=O)=O)cc1,414.46800000000013,1.8901,2,6,6.2225731776106885
CHEMBL5555903,IC50,nM,978.0,IC50,uM,0.978,CCN1C(=O)/C(=C2\C(=O)Nc3ccccc32)S/C1=N/c1ccc(S(N)(=O)=O)cc1,428.4950000000002,2.2802000000000007,2,6,6.009661145212399
CHEMBL404271,IC50,nM,421.0,IC50,uM,0.421,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,6.375717904164332
CHEMBL5558505,IC50,nM,420.0,IC50,uM,0.42,Cc1ccc(S(=O)(=O)Oc2ccc(/C=N/N=C3/NC(=O)CS3)cc2)cc1,389.4580000000001,2.31562,1,7,6.376750709602099
CHEMBL5557090,IC50,nM,3200.0,IC50,uM,3.2,O=C1N/C(=N\c2nccs2)S/C1=C\c1cc(C(F)(F)F)c2scnc2c1O,428.44200000000006,4.368800000000001,2,8,5.494850021680094
CHEMBL5556230,IC50,nM,9800.0,IC50,uM,9.8,Cc1ccc(N2C(=O)CS/C2=N\N=C(\CSc2nc3ccccc3[nH]2)c2ccc(Cl)cc2)cc1,506.05600000000015,6.157120000000004,1,6,5.008773924307505
CHEMBL5517665,IC50,nM,5900.0,IC50,uM,5.9,O=C1CSC(c2ccc([N+](=O)[O-])cc2)N1Cc1ccc2c(c1)OCO2,358.3750000000001,3.0977000000000015,0,6,5.229147988357856
CHEMBL2315734,IC50,nM,2400.0,IC50,uM,2.4,O=C1N/C(=N\c2nccs2)S/C1=C\c1ccc(F)cc1,305.35900000000004,3.173800000000001,1,5,5.619788758288394
CHEMBL5395316,IC50,nM,48650.0,IC50,uM,48.65,COc1ccc(-c2[nH]c3c(c2CC#N)c(=O)oc2ccccc23)cc1,330.343,4.0159800000000025,1,4,4.312917155395629
CHEMBL5560020,IC50,nM,16430.0,IC50,uM,16.43,O=C1Nc2ccccc2/C1=N/N=C/c1ccc(OCc2cn(Cc3ccccc3F)nn2)cc1,454.4650000000001,3.8198000000000025,1,6,4.784362436564939
CHEMBL5555649,IC50,nM,20.0,IC50,uM,0.02,O=C(N/N=C/c1ccccc1)c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,411.4650000000001,3.6693000000000024,1,5,7.698970004336019
CHEMBL5430942,IC50,nM,6310.0,IC50,uM,6.31,COc1cc(-c2nc3ccccc3[nH]2)ccc1OCc1cn(CC(=O)Nc2cnc(-c3ccccc3)s2)nn1,537.6050000000001,5.1712000000000025,2,8,5.199970640755866
CHEMBL389656,IC50,nM,74320.0,IC50,uM,74.32,Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,312.372,5.116300000000004,2,2,4.128894299014415
CHEMBL14474,IC50,nM,622400.0,IC50,uM,622.4,c1ccc2ncccc2c1,129.16199999999998,2.2348,0,1,3.2059304160183673
CHEMBL1160559,IC50,nM,53600.0,IC50,uM,53.6,O=C(O)c1ccc2ccccc2n1,173.171,1.9329999999999998,1,2,4.27083521030723
CHEMBL275098,IC50,nM,63000.0,IC50,uM,63.0,O=C(O)c1cnc2ccccc2c1,173.171,1.9329999999999998,1,2,4.200659450546418
CHEMBL5566368,IC50,nM,70100.0,IC50,uM,70.1,CCOC(=O)c1c(SCC(=O)Nc2ccccc2)nnc(-c2ccccc2)c1-c1ccccc1,469.56600000000014,5.718100000000005,1,6,4.154281982033341
CHEMBL5590239,IC50,nM,11020.0,IC50,uM,11.02,O=C(NNC(=S)Nc1ccccc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,437.52800000000013,5.0145000000000035,4,3,4.957818405484233
CHEMBL5592521,IC50,nM,9800.0,IC50,uM,9.8,O=C(NNC(=S)Nc1ccccc1F)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,455.51800000000014,5.153600000000003,4,3,5.008773924307505
CHEMBL5594219,IC50,nM,5260.0,IC50,uM,5.26,O=C(NNC(=S)Nc1cccc(F)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,455.51800000000014,5.153600000000003,4,3,5.279014255846261
CHEMBL5594736,IC50,nM,9240.0,IC50,uM,9.24,O=C(NNC(=S)Nc1ccc(F)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,455.51800000000014,5.153600000000003,4,3,5.0343280287798935
CHEMBL5591690,IC50,nM,8470.0,IC50,uM,8.47,O=C(NNC(=S)Nc1ccccc1Cl)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,471.9730000000002,5.667900000000003,4,3,5.072116589669293
CHEMBL5592850,IC50,nM,6690.0,IC50,uM,6.69,O=C(NNC(=S)Nc1cccc(Cl)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,471.9730000000002,5.667900000000003,4,3,5.174573882232177
CHEMBL5595989,IC50,nM,6260.0,IC50,uM,6.26,O=C(NNC(=S)Nc1ccc(Cl)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,471.9730000000002,5.667900000000003,4,3,5.20342566678957
CHEMBL5584200,IC50,nM,9410.0,IC50,uM,9.41,O=C(NNC(=S)Nc1ccccc1Br)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,516.4240000000002,5.777000000000003,4,3,5.026410376572743
CHEMBL5591376,IC50,nM,4170.0,IC50,uM,4.17,O=C(NNC(=S)Nc1cccc(Br)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,516.4240000000002,5.777000000000003,4,3,5.379863945026242
CHEMBL5594910,IC50,nM,3210.0,IC50,uM,3.21,O=C(NNC(=S)Nc1ccc(Br)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,516.4240000000002,5.777000000000003,4,3,5.493494967595128
CHEMBL5595852,IC50,nM,12400.0,IC50,uM,12.4,Cc1ccccc1NC(=S)NNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,451.5550000000002,5.322920000000004,4,3,4.906578314837765
CHEMBL5595782,IC50,nM,6040.0,IC50,uM,6.04,Cc1cccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c1,451.5550000000001,5.322920000000003,4,3,5.218963061378868
CHEMBL5590445,IC50,nM,6550.0,IC50,uM,6.55,Cc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc1,451.5550000000002,5.322920000000003,4,3,5.183758700008217
CHEMBL5592894,IC50,nM,5240.0,IC50,uM,5.24,O=C(NNC(=S)Nc1ccccc1C(F)(F)F)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,505.5250000000002,6.033300000000003,4,3,5.280668713016273
CHEMBL5594439,IC50,nM,3990.0,IC50,uM,3.99,O=C(NNC(=S)Nc1cccc(C(F)(F)F)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,505.5250000000002,6.033300000000003,4,3,5.399027104313252
CHEMBL5594432,IC50,nM,3840.0,IC50,uM,3.84,O=C(NNC(=S)Nc1ccc(C(F)(F)F)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,505.5250000000002,6.033300000000003,4,3,5.4156687756324695
CHEMBL5595481,IC50,nM,10990.0,IC50,uM,10.99,O=C(NNC(=S)Nc1ccccc1OC(F)(F)F)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,521.5240000000002,5.913100000000003,4,4,4.959002307576509
CHEMBL5592136,IC50,nM,3860.0,IC50,uM,3.86,O=C(NNC(=S)Nc1ccc(OC(F)(F)F)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,521.5240000000001,5.913100000000003,4,4,5.413412695328245
CHEMBL5593118,IC50,nM,11980.0,IC50,uM,11.98,COc1ccccc1NC(=S)NNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,467.5540000000002,5.023100000000003,4,4,4.921543181946707
CHEMBL5589774,IC50,nM,8980.0,IC50,uM,8.98,COc1cccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c1,467.55400000000014,5.023100000000003,4,4,5.0467236633326955
CHEMBL5589860,IC50,nM,11230.0,IC50,uM,11.23,COc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc1,467.55400000000014,5.023100000000003,4,4,4.949620243738543
CHEMBL5593720,IC50,nM,4620.0,IC50,uM,4.62,CCOc1ccccc1NC(=S)NNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,481.5810000000002,5.413200000000004,4,4,5.335358024443875
CHEMBL5594123,IC50,nM,4440.0,IC50,uM,4.44,CCOc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc1,481.58100000000013,5.413200000000003,4,4,5.35261702988538
CHEMBL5591395,IC50,nM,3090.0,IC50,uM,3.09,O=C(NNC(=S)Nc1ccc(Oc2ccccc2)cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,529.6250000000002,6.806800000000004,4,4,5.510041520575165
CHEMBL5594964,IC50,nM,2950.0,IC50,uM,2.95,O=C(NNC(=S)Nc1cccc(OCc2ccccc2)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,543.6520000000002,6.593500000000004,4,4,5.530177984021837
CHEMBL5589972,IC50,nM,2810.0,IC50,uM,2.81,O=C(NNC(=S)Nc1cccc([N+](=O)[O-])c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,482.5250000000002,4.9227000000000025,4,5,5.55129368009492
CHEMBL5595235,IC50,nM,10990.0,IC50,uM,10.99,O=C(NNC(=S)Nc1ccc([N+](=O)[O-])cc1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,482.5250000000002,4.9227000000000025,4,5,4.959002307576509
CHEMBL5590835,IC50,nM,3660.0,IC50,uM,3.66,O=C(NNC(=S)Nc1ccc(F)c(F)c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,473.50800000000015,5.292700000000003,4,3,5.436518914605589
CHEMBL5583905,IC50,nM,8510.0,IC50,uM,8.51,Cc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c(C)c1,465.5820000000002,5.631340000000004,4,3,5.070070439915412
CHEMBL5595072,IC50,nM,4590.0,IC50,uM,4.59,Cc1ccc(C)c(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c1,465.58200000000016,5.631340000000004,4,3,5.338187314462739
CHEMBL5595016,IC50,nM,10460.0,IC50,uM,10.46,Cc1cccc(C)c1NC(=S)NNC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,465.5820000000002,5.631340000000004,4,3,4.980468315468745
CHEMBL5589699,IC50,nM,6880.0,IC50,uM,6.88,COc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c(OC)c1,497.5800000000002,5.0317000000000025,4,5,5.162411561764489
CHEMBL5590184,IC50,nM,5170.0,IC50,uM,5.17,COc1ccc(OC)c(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)c1,497.5800000000002,5.0317000000000025,4,5,5.286509456906058
CHEMBL5592227,IC50,nM,8300.0,IC50,uM,8.3,COc1ccc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc1OC,497.5800000000002,5.0317000000000025,4,5,5.080921907623926
CHEMBL5592116,IC50,nM,5900.0,IC50,uM,5.9,COc1cc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc(OC)c1,497.58000000000027,5.0317000000000025,4,5,5.229147988357856
CHEMBL5592418,IC50,nM,12250.0,IC50,uM,12.25,COc1cc(NC(=S)NNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)cc(OC)c1OC,527.6060000000002,5.040300000000003,4,6,4.911863911299449
CHEMBL404271,IC50,nM,564280.0,IC50,uM,564.28,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,3.2485053423288686
CHEMBL5589972,Ki,nM,1000.0,Ki,uM,1.0,O=C(NNC(=S)Nc1cccc([N+](=O)[O-])c1)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1,482.5250000000002,4.9227000000000025,4,5,6.0
CHEMBL404271,IC50,nM,42450.0,IC50,uM,42.45,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,4.372122305420029
CHEMBL5420199,IC50,nM,1600.0,IC50,uM,1.6,O=S(=O)(NCCc1c[nH]c2ccccc12)c1cc(F)ccc1Cl,352.8180000000001,3.4814000000000016,2,2,5.795880017344075
